detector_jitter_ps,frequency_detuning_ghz,gate_label,full_erasure_probability,model,distance,shots,failures_any,failures_a,failures_b,failures_both,logical_error_rate_any,logical_error_rate_a,logical_error_rate_b,logical_error_rate_both,any_ci_low,any_ci_high,failure_phi,seed,channel_name,decoder_channel_name,model_label
0.0,0.9,220_ps,0.01940944403246681,full_correlated,5,3000,2117,1359,1392,634,0.7056666666666667,0.453,0.464,0.21133333333333335,0.6891037230879201,0.7217035771363959,0.004597570018059598,20269051,idea2_j0_d0.9_220_ps,idea2_j0_d0.9_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,0.9,220_ps,0.01940944403246681,matched_independent,5,3000,2069,1333,1318,582,0.6896666666666667,0.44433333333333336,0.43933333333333335,0.194,0.6728782233603988,0.7059700000231276,-0.004908330470763856,20269052,idea2_j0_d0.9_220_ps__independent,idea2_j0_d0.9_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,0.9,140_ps,0.107900599314583,full_correlated,5,3000,2248,1453,1511,716,0.7493333333333333,0.48433333333333334,0.5036666666666667,0.23866666666666667,0.7335124892647155,0.764516458170922,-0.021114490443606734,20269061,idea2_j0_d0.9_140_ps,idea2_j0_d0.9_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,0.9,140_ps,0.107900599314583,matched_independent,5,3000,2171,1423,1449,701,0.7236666666666667,0.47433333333333333,0.483,0.23366666666666666,0.7073863407028345,0.7393749209673697,0.01828934013808026,20269062,idea2_j0_d0.9_140_ps__independent,idea2_j0_d0.9_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,0.9,40_ps,0.6411492123846867,full_correlated,5,3000,2257,1492,1499,734,0.7523333333333333,0.49733333333333335,0.49966666666666665,0.24466666666666667,0.7365707759024797,0.7674504984408058,-0.015337110426431348,20269071,idea2_j0_d0.9_40_ps,idea2_j0_d0.9_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,0.9,40_ps,0.6411492123846867,matched_independent,5,3000,2215,1497,1446,728,0.7383333333333333,0.499,0.482,0.24266666666666667,0.7223071250962866,0.7537499570113079,0.008600258630456476,20269072,idea2_j0_d0.9_40_ps__independent,idea2_j0_d0.9_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.2,no_filter,0.009974999999999956,full_correlated,5,3000,2230,1487,1468,725,0.7433333333333333,0.49566666666666664,0.48933333333333334,0.24166666666666667,0.7273988640432836,0.7586454295770577,-0.003519155252919223,20269081,idea2_j0_d1.2_no_filter,idea2_j0_d1.2_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.2,no_filter,0.009974999999999956,matched_independent,5,3000,2262,1503,1533,774,0.754,0.501,0.511,0.258,0.7382702547049788,0.7690800901425557,0.007957941967084626,20269082,idea2_j0_d1.2_no_filter__independent,idea2_j0_d1.2_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.2,220_ps,0.01940944403246681,full_correlated,5,3000,2295,1505,1548,758,0.765,0.5016666666666667,0.516,0.25266666666666665,0.7494946988108555,0.7798275113647217,-0.02478616473088855,20269091,idea2_j0_d1.2_220_ps,idea2_j0_d1.2_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.2,220_ps,0.01940944403246681,matched_independent,5,3000,2270,1518,1493,741,0.7566666666666667,0.506,0.49766666666666665,0.247,0.7409900670490367,0.7716867906052961,-0.019278931378536493,20269092,idea2_j0_d1.2_220_ps__independent,idea2_j0_d1.2_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.2,140_ps,0.107900599314583,full_correlated,5,3000,2215,1510,1475,770,0.7383333333333333,0.5033333333333333,0.49166666666666664,0.25666666666666665,0.7223071250962866,0.7537499570113079,0.03678370429162103,20269101,idea2_j0_d1.2_140_ps,idea2_j0_d1.2_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.2,140_ps,0.107900599314583,matched_independent,5,3000,2268,1493,1527,752,0.756,0.49766666666666665,0.509,0.25066666666666665,0.740310039018254,0.7710351904343791,-0.010584496729412703,20269102,idea2_j0_d1.2_140_ps__independent,idea2_j0_d1.2_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.2,40_ps,0.6411492123846867,full_correlated,5,3000,2238,1508,1476,746,0.746,0.5026666666666667,0.492,0.24866666666666667,0.730115549553124,0.7612552568740156,0.005419437466189652,20269111,idea2_j0_d1.2_40_ps,idea2_j0_d1.2_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.2,40_ps,0.6411492123846867,matched_independent,5,3000,2280,1537,1506,763,0.76,0.5123333333333333,0.502,0.25433333333333336,0.7443909629375182,0.7749440357253125,-0.011435570941250483,20269112,idea2_j0_d1.2_40_ps__independent,idea2_j0_d1.2_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.5,no_filter,0.009974999999999956,full_correlated,5,3000,2235,1527,1482,774,0.745,0.509,0.494,0.258,0.7290967027575017,0.7602766613670886,0.02622213608606846,20269121,idea2_j0_d1.5_no_filter,idea2_j0_d1.5_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.5,no_filter,0.009974999999999956,matched_independent,5,3000,2285,1490,1533,738,0.7616666666666667,0.49666666666666665,0.511,0.246,0.7460918870051534,0.776572182161926,-0.031194909808649963,20269122,idea2_j0_d1.5_no_filter__independent,idea2_j0_d1.5_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.5,220_ps,0.01940944403246681,full_correlated,5,3000,2228,1484,1451,707,0.7426666666666667,0.49466666666666664,0.4836666666666667,0.23566666666666666,0.7267198119481669,0.7579928534704748,-0.014356923041883698,20269131,idea2_j0_d1.5_220_ps,idea2_j0_d1.5_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.5,220_ps,0.01940944403246681,matched_independent,5,3000,2271,1539,1475,743,0.757,0.513,0.49166666666666664,0.24766666666666667,0.7413300998785658,0.7720125718766168,-0.018242033118015536,20269132,idea2_j0_d1.5_220_ps__independent,idea2_j0_d1.5_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.5,140_ps,0.107900599314583,full_correlated,5,3000,2262,1506,1498,742,0.754,0.502,0.49933333333333335,0.24733333333333332,0.7382702547049788,0.7690800901425557,-0.013328118472501259,20269141,idea2_j0_d1.5_140_ps,idea2_j0_d1.5_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.5,140_ps,0.107900599314583,matched_independent,5,3000,2225,1541,1454,770,0.7416666666666667,0.5136666666666667,0.4846666666666667,0.25666666666666665,0.72570132277446,0.7570139003416325,0.030864264947438786,20269142,idea2_j0_d1.5_140_ps__independent,idea2_j0_d1.5_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.5,40_ps,0.6411492123846867,full_correlated,5,3000,2198,1425,1490,717,0.7326666666666667,0.475,0.49666666666666665,0.239,0.7165396612585323,0.748198581134616,0.01234905339306137,20269151,idea2_j0_d1.5_40_ps,idea2_j0_d1.5_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
0.0,1.5,40_ps,0.6411492123846867,matched_independent,5,3000,2256,1471,1565,780,0.752,0.49033333333333334,0.5216666666666666,0.26,0.7362309171893163,0.7671245430531194,0.016856759514699872,20269152,idea2_j0_d1.5_40_ps__independent,idea2_j0_d1.5_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.6,no_filter,0.009974999999999956,full_correlated,5,3000,685,368,361,44,0.22833333333333333,0.12266666666666666,0.12033333333333333,0.014666666666666666,0.21366575160276177,0.24369575620466535,-0.000882786543271815,20269161,idea2_j15_d0.6_no_filter,idea2_j15_d0.6_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.6,no_filter,0.009974999999999956,matched_independent,5,3000,661,356,338,33,0.22033333333333333,0.11866666666666667,0.11266666666666666,0.011,0.20586476022145986,0.23551720916557242,-0.023175655788032726,20269162,idea2_j15_d0.6_no_filter__independent,idea2_j15_d0.6_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.6,220_ps,0.021749059393722316,full_correlated,5,3000,789,434,423,68,0.263,0.14466666666666667,0.141,0.02266666666666667,0.24755594807129913,0.2790502262245053,0.018531587124044485,20269171,idea2_j15_d0.6_220_ps,idea2_j15_d0.6_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.6,220_ps,0.021749059393722316,matched_independent,5,3000,792,422,437,67,0.264,0.14066666666666666,0.14566666666666667,0.022333333333333334,0.24853549893473822,0.28006811766361567,0.01502550085281887,20269172,idea2_j15_d0.6_220_ps__independent,idea2_j15_d0.6_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.6,140_ps,0.11833689361410207,full_correlated,5,3000,2041,1304,1306,569,0.6803333333333333,0.43466666666666665,0.43533333333333335,0.18966666666666668,0.6634240733329123,0.6967813552268202,0.001797489510184121,20269181,idea2_j15_d0.6_140_ps,idea2_j15_d0.6_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.6,140_ps,0.11833689361410207,matched_independent,5,3000,2098,1366,1366,634,0.6993333333333334,0.4553333333333333,0.4553333333333333,0.21133333333333335,0.6826783041716542,0.7154785281365159,0.016148427181542836,20269182,idea2_j15_d0.6_140_ps__independent,idea2_j15_d0.6_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.6,40_ps,0.6509510296994214,full_correlated,5,3000,2236,1544,1448,756,0.7453333333333333,0.5146666666666667,0.4826666666666667,0.252,0.7294363063613121,0.760602871864128,0.014365034378203082,20269191,idea2_j15_d0.6_40_ps,idea2_j15_d0.6_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.6,40_ps,0.6509510296994214,matched_independent,5,3000,2223,1484,1498,759,0.741,0.49466666666666664,0.49933333333333335,0.253,0.725022389130038,0.756361205784355,0.023987163740407904,20269192,idea2_j15_d0.6_40_ps__independent,idea2_j15_d0.6_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.9,no_filter,0.009974999999999956,full_correlated,5,3000,2061,1301,1353,593,0.687,0.43366666666666664,0.451,0.19766666666666666,0.6701762446372613,0.7033454659394668,0.008446965955005636,20269201,idea2_j15_d0.9_no_filter,idea2_j15_d0.9_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.9,no_filter,0.009974999999999956,matched_independent,5,3000,2081,1326,1330,575,0.6936666666666667,0.442,0.44333333333333336,0.19166666666666668,0.6769323948583793,0.7099055977353445,-0.017375154634366802,20269202,idea2_j15_d0.9_no_filter__independent,idea2_j15_d0.9_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.9,220_ps,0.021749059393722316,full_correlated,5,3000,2075,1377,1335,637,0.6916666666666667,0.459,0.445,0.21233333333333335,0.6749051278468143,0.7079379801418106,0.032620476222555705,20269211,idea2_j15_d0.9_220_ps,idea2_j15_d0.9_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.9,220_ps,0.021749059393722316,matched_independent,5,3000,2111,1363,1342,594,0.7036666666666667,0.4543333333333333,0.44733333333333336,0.198,0.6870742381510865,0.7197381774681307,-0.021159434817106117,20269212,idea2_j15_d0.9_220_ps__independent,idea2_j15_d0.9_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.9,140_ps,0.11833689361410207,full_correlated,5,3000,2219,1505,1443,729,0.7396666666666667,0.5016666666666667,0.481,0.243,0.7236646632388843,0.7550556752721094,0.006798281206617885,20269221,idea2_j15_d0.9_140_ps,idea2_j15_d0.9_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.9,140_ps,0.11833689361410207,matched_independent,5,3000,2210,1425,1512,727,0.7366666666666667,0.475,0.504,0.24233333333333335,0.7206104650288132,0.7521175465745327,0.01174840351234505,20269222,idea2_j15_d0.9_140_ps__independent,idea2_j15_d0.9_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.9,40_ps,0.6509510296994214,full_correlated,5,3000,2259,1494,1510,745,0.753,0.498,0.5033333333333333,0.24833333333333332,0.7372505303258788,0.7681023722191062,-0.009306947944257071,20269231,idea2_j15_d0.9_40_ps,idea2_j15_d0.9_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,0.9,40_ps,0.6509510296994214,matched_independent,5,3000,2202,1429,1485,712,0.734,0.47633333333333333,0.495,0.23733333333333334,0.7178964116566859,0.7495050871398614,0.0062005929601715755,20269232,idea2_j15_d0.9_40_ps__independent,idea2_j15_d0.9_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.2,no_filter,0.009974999999999956,full_correlated,5,3000,2234,1490,1487,743,0.7446666666666667,0.49666666666666665,0.49566666666666664,0.24766666666666667,0.7287571111278124,0.7599504388959282,0.005942577456995705,20269241,idea2_j15_d1.2_no_filter,idea2_j15_d1.2_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.2,no_filter,0.009974999999999956,matched_independent,5,3000,2219,1436,1508,725,0.7396666666666667,0.4786666666666667,0.5026666666666667,0.24166666666666667,0.7236646632388843,0.7550556752721094,0.004231469013694395,20269242,idea2_j15_d1.2_no_filter__independent,idea2_j15_d1.2_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.2,220_ps,0.021749059393722316,full_correlated,5,3000,2242,1489,1500,747,0.7473333333333333,0.49633333333333335,0.5,0.249,0.7314741803093628,0.7625598825211758,0.0033334229665781877,20269251,idea2_j15_d1.2_220_ps,idea2_j15_d1.2_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.2,220_ps,0.021749059393722316,matched_independent,5,3000,2239,1455,1527,743,0.7463333333333333,0.485,0.509,0.24766666666666667,0.7304551891721756,0.7615814313558138,0.003208630481671097,20269252,idea2_j15_d1.2_220_ps__independent,idea2_j15_d1.2_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.2,140_ps,0.11833689361410207,full_correlated,5,3000,2238,1486,1510,758,0.746,0.49533333333333335,0.5033333333333333,0.25266666666666665,0.730115549553124,0.7612552568740156,0.01339643674644353,20269261,idea2_j15_d1.2_140_ps,idea2_j15_d1.2_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.2,140_ps,0.11833689361410207,matched_independent,5,3000,2278,1487,1541,750,0.7593333333333333,0.49566666666666664,0.5136666666666667,0.25,0.743710682522728,0.7742926879384029,-0.0184373586219469,20269262,idea2_j15_d1.2_140_ps__independent,idea2_j15_d1.2_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.2,40_ps,0.6509510296994214,full_correlated,5,3000,2239,1526,1475,762,0.7463333333333333,0.5086666666666667,0.49166666666666664,0.254,0.7304551891721756,0.7615814313558138,0.01562674008741578,20269271,idea2_j15_d1.2_40_ps,idea2_j15_d1.2_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.2,40_ps,0.6509510296994214,matched_independent,5,3000,2256,1500,1501,745,0.752,0.5,0.5003333333333333,0.24833333333333332,0.7362309171893163,0.7671245430531194,-0.007333334962963509,20269272,idea2_j15_d1.2_40_ps__independent,idea2_j15_d1.2_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.5,no_filter,0.009974999999999956,full_correlated,5,3000,2277,1496,1543,762,0.759,0.49866666666666665,0.5143333333333333,0.254,0.7433705613598098,0.7739669950004713,-0.009927670847527935,20269281,idea2_j15_d1.5_no_filter,idea2_j15_d1.5_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.5,no_filter,0.009974999999999956,matched_independent,5,3000,2258,1493,1533,768,0.7526666666666667,0.49766666666666665,0.511,0.256,0.7369106469424357,0.7677764415016998,0.0067710458364659875,20269282,idea2_j15_d1.5_no_filter__independent,idea2_j15_d1.5_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.5,220_ps,0.021749059393722316,full_correlated,5,3000,2297,1540,1574,817,0.7656666666666667,0.5133333333333333,0.5246666666666666,0.2723333333333333,0.7501754166333094,0.7804784217439675,0.012036709306477288,20269291,idea2_j15_d1.5_220_ps,idea2_j15_d1.5_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.5,220_ps,0.021749059393722316,matched_independent,5,3000,2241,1480,1476,715,0.747,0.49333333333333335,0.492,0.23833333333333334,0.7311345045346054,0.7622337441950835,-0.017550473182720985,20269292,idea2_j15_d1.5_220_ps__independent,idea2_j15_d1.5_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.5,140_ps,0.11833689361410207,full_correlated,5,3000,2273,1505,1500,732,0.7576666666666667,0.5016666666666667,0.5,0.244,0.74201020325337,0.7726640967035121,-0.027333485186450627,20269301,idea2_j15_d1.5_140_ps,idea2_j15_d1.5_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.5,140_ps,0.11833689361410207,matched_independent,5,3000,2224,1491,1488,755,0.7413333333333333,0.497,0.496,0.25166666666666665,0.7253618500483688,0.7566875589668737,0.02061969765357018,20269302,idea2_j15_d1.5_140_ps__independent,idea2_j15_d1.5_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.5,40_ps,0.6509510296994214,full_correlated,5,3000,2234,1474,1493,733,0.7446666666666667,0.49133333333333334,0.49766666666666665,0.24433333333333335,0.7287571111278124,0.7599504388959282,-0.0007476760217288147,20269311,idea2_j15_d1.5_40_ps,idea2_j15_d1.5_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
15.0,1.5,40_ps,0.6509510296994214,matched_independent,5,3000,2266,1497,1505,736,0.7553333333333333,0.499,0.5016666666666667,0.24533333333333332,0.7396300610426141,0.7703835402083195,-0.019993484395341776,20269312,idea2_j15_d1.5_40_ps__independent,idea2_j15_d1.5_40_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
60.0,0.6,no_filter,0.009974999999999956,full_correlated,5,3000,635,326,359,50,0.21166666666666667,0.10866666666666666,0.11966666666666667,0.016666666666666666,0.19742274806764876,0.22664805469728921,0.036261463484573396,20269321,idea2_j60_d0.6_no_filter,idea2_j60_d0.6_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
60.0,0.6,no_filter,0.009974999999999956,matched_independent,5,3000,638,328,353,43,0.21266666666666667,0.10933333333333334,0.11766666666666667,0.014333333333333333,0.1983963328780061,0.2276719121894812,0.014604293687187304,20269322,idea2_j60_d0.6_no_filter__independent,idea2_j60_d0.6_no_filter__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
60.0,0.6,220_ps,0.07606215384331713,full_correlated,5,3000,1749,1106,1044,401,0.583,0.36866666666666664,0.348,0.13366666666666666,0.5652611172799158,0.60052659383168,0.02337052575204001,20269331,idea2_j60_d0.6_220_ps,idea2_j60_d0.6_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
60.0,0.6,220_ps,0.07606215384331713,matched_independent,5,3000,1741,1065,1035,359,0.5803333333333334,0.355,0.345,0.11966666666666667,0.5625820933674411,0.5978791049373565,-0.012345947432004312,20269332,idea2_j60_d0.6_220_ps__independent,idea2_j60_d0.6_220_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
60.0,0.6,140_ps,0.2508926426825035,full_correlated,5,3000,2261,1481,1514,734,0.7536666666666667,0.49366666666666664,0.5046666666666667,0.24466666666666667,0.7379303341903057,0.768754196556379,-0.017883991430518394,20269341,idea2_j60_d0.6_140_ps,idea2_j60_d0.6_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
60.0,0.6,140_ps,0.2508926426825035,matched_independent,5,3000,2234,1460,1475,701,0.7446666666666667,0.4866666666666667,0.49166666666666664,0.23366666666666666,0.7287571111278124,0.7599504388959282,-0.02245554799273888,20269342,idea2_j60_d0.6_140_ps__independent,idea2_j60_d0.6_140_ps__independent,"paired periodic 12-valent six-ring bulk proxy; local XX/ZZ edge semantics exact, cross-component edge pairing approximate"
